date, pm25, pm10, o3, no2, so2, co,city,coordinates
8/8/2022,59,79,7,8,1,22,Greater Noida,"[28.557054,77.453663]"
8/9/2022,76,74,5,7,2,23,Greater Noida,"[28.557054,77.453663]"
8/10/2022,67,74,5,7,2,18,Greater Noida,"[28.557054,77.453663]"
8/11/2022,52,54,4,5,2,24,Greater Noida,"[28.557054,77.453663]"
8/12/2022,32,59,7,4,2,24,Greater Noida,"[28.557054,77.453663]"
8/13/2022,35,57,7,6,2,23,Greater Noida,"[28.557054,77.453663]"
8/14/2022,60,61,5,8,2,24,Greater Noida,"[28.557054,77.453663]"
8/15/2022,62,58,5,5,2,23,Greater Noida,"[28.557054,77.453663]"
8/16/2022,36,54,6,3,3,11,Greater Noida,"[28.557054,77.453663]"
8/17/2022,35,31,7,5,1,5,Greater Noida,"[28.557054,77.453663]"
8/18/2022,30,49,13,5,2,10,Greater Noida,"[28.557054,77.453663]"
8/19/2022,49,56,18,5,1,10,Greater Noida,"[28.557054,77.453663]"
8/20/2022,45,76,11,12,2,18,Greater Noida,"[28.557054,77.453663]"
8/21/2022,82,87,14,9,2,17,Greater Noida,"[28.557054,77.453663]"
8/22/2022,95,85,9,7,2,13,Greater Noida,"[28.557054,77.453663]"
8/23/2022,70,57,13,3,3,24,Greater Noida,"[28.557054,77.453663]"
8/24/2022,48,54,9,6,3,13,Greater Noida,"[28.557054,77.453663]"
8/25/2022,45,62,17,6,2,12,Greater Noida,"[28.557054,77.453663]"
8/26/2022,59,83,16,9,4,6,Greater Noida,"[28.557054,77.453663]"
8/27/2022,71,74,17,6,2,4,Greater Noida,"[28.557054,77.453663]"
8/28/2022,60,96,18,7,1,5,Greater Noida,"[28.557054,77.453663]"
8/29/2022,69,90,19,7,4,6,Greater Noida,"[28.557054,77.453663]"
8/30/2022,73,74,19,12,3,7,Greater Noida,"[28.557054,77.453663]"
8/31/2022,93,104,20,13,3,8,Greater Noida,"[28.557054,77.453663]"
9/1/2022,90,113,19,13,2,9,Greater Noida,"[28.557054,77.453663]"
9/2/2022,98,89,9,13,3,9,Greater Noida,"[28.557054,77.453663]"
9/3/2022,92,103,11,9,2,8,Greater Noida,"[28.557054,77.453663]"
9/4/2022,72,85,17,7,2,7,Greater Noida,"[28.557054,77.453663]"
9/5/2022,54,80,27,8,3,7,Greater Noida,"[28.557054,77.453663]"
9/6/2022,55,105,17,12,2,8,Greater Noida,"[28.557054,77.453663]"
9/7/2022,84,131,26,15,3,7,Greater Noida,"[28.557054,77.453663]"
9/8/2022,106,132,24,12,2,7,Greater Noida,"[28.557054,77.453663]"
9/9/2022,125,90,17,8,1,7,Greater Noida,"[28.557054,77.453663]"
9/10/2022,100,86,11,8,4,8,Greater Noida,"[28.557054,77.453663]"
9/11/2022,100,73,14,6,2,5,Greater Noida,"[28.557054,77.453663]"
9/12/2022,60,77,12,7,1,7,Greater Noida,"[28.557054,77.453663]"
9/13/2022,52,57,9,5,2,5,Greater Noida,"[28.557054,77.453663]"
9/14/2022,26,58,7,5,2,8,Greater Noida,"[28.557054,77.453663]"
9/15/2022,32,44,7,5,2,7,Greater Noida,"[28.557054,77.453663]"
9/16/2022,33,29,3,6,2,5,Greater Noida,"[28.557054,77.453663]"
9/17/2022,20,63,27,8,5,4,Greater Noida,"[28.557054,77.453663]"
9/18/2022,57,98,28,10,2,6,Greater Noida,"[28.557054,77.453663]"
9/19/2022,84,114,18,12,2,8,Greater Noida,"[28.557054,77.453663]"
9/20/2022,117,81,8,10,2,8,Greater Noida,"[28.557054,77.453663]"
9/21/2022,90,71,5,10,4,12,Greater Noida,"[28.557054,77.453663]"
9/22/2022,81,32,3,7,2,6,Greater Noida,"[28.557054,77.453663]"
9/23/2022,49,24,7,7,5,8,Greater Noida,"[28.557054,77.453663]"
9/24/2022,50,22,6,4,1,4,Greater Noida,"[28.557054,77.453663]"
9/25/2022,42,43,21,7,3,11,Greater Noida,"[28.557054,77.453663]"
9/26/2022,46,85,27,10,4,6,Greater Noida,"[28.557054,77.453663]"
9/27/2022,89,101,41,12,3,8,Greater Noida,"[28.557054,77.453663]"
9/28/2022,88,128,28,15,2,12,Greater Noida,"[28.557054,77.453663]"
9/29/2022,110,127,29,14,2,10,Greater Noida,"[28.557054,77.453663]"
9/30/2022,127,132,25,16,3,15,Greater Noida,"[28.557054,77.453663]"
10/1/2022,148,143,20,16,3,13,Greater Noida,"[28.557054,77.453663]"
4/2/2022,119,179,89,40,16,14,Greater Noida,"[28.557054,77.453663]"
4/3/2022,145,201,95,32,19,13,Greater Noida,"[28.557054,77.453663]"
4/4/2022,156,177,68,33,19,11,Greater Noida,"[28.557054,77.453663]"
4/5/2022,142,144,64,32,18,10,Greater Noida,"[28.557054,77.453663]"
4/6/2022,126,163,70,36,24,11,Greater Noida,"[28.557054,77.453663]"
4/7/2022,139,178,67,38,20,14,Greater Noida,"[28.557054,77.453663]"
4/8/2022,144,173,84,40,23,16,Greater Noida,"[28.557054,77.453663]"
4/9/2022,141,225,90,41,14,20,Greater Noida,"[28.557054,77.453663]"
4/10/2022,143,172,69,33,19,12,Greater Noida,"[28.557054,77.453663]"
4/11/2022,141,160,72,36,17,13,Greater Noida,"[28.557054,77.453663]"
4/12/2022,136,256,64,42,16,15,Greater Noida,"[28.557054,77.453663]"
4/13/2022,143,291,57,31,13,11,Greater Noida,"[28.557054,77.453663]"
4/14/2022,149,275,69,18,12,5,Greater Noida,"[28.557054,77.453663]"
4/15/2022,124,197,72,24,13,9,Greater Noida,"[28.557054,77.453663]"
4/16/2022,123,256,73,22,24,13,Greater Noida,"[28.557054,77.453663]"
4/17/2022,157,255,92,22,24,11,Greater Noida,"[28.557054,77.453663]"
4/18/2022,162,247,109,26,20,16,Greater Noida,"[28.557054,77.453663]"
4/19/2022,163,301,67,27,20,15,Greater Noida,"[28.557054,77.453663]"
4/20/2022,165,178,49,21,14,10,Greater Noida,"[28.557054,77.453663]"
4/21/2022,134,348,19,21,17,14,Greater Noida,"[28.557054,77.453663]"
4/22/2022,147,309,84,18,18,8,Greater Noida,"[28.557054,77.453663]"
4/23/2022,168,189,67,22,17,11,Greater Noida,"[28.557054,77.453663]"
4/24/2022,135,168,71,16,15,7,Greater Noida,"[28.557054,77.453663]"
4/25/2022,140,215,75,13,15,7,Greater Noida,"[28.557054,77.453663]"
4/26/2022,132,168,62,22,13,11,Greater Noida,"[28.557054,77.453663]"
4/27/2022,117,181,83,31,14,14,Greater Noida,"[28.557054,77.453663]"
4/28/2022,152,220,67,34,20,17,Greater Noida,"[28.557054,77.453663]"
4/29/2022,172,198,41,28,19,14,Greater Noida,"[28.557054,77.453663]"
4/30/2022,158,185,43,23,19,12,Greater Noida,"[28.557054,77.453663]"
5/1/2022,144,170,28,11,10,8,Greater Noida,"[28.557054,77.453663]"
5/2/2022,132,142,30,9,7,7,Greater Noida,"[28.557054,77.453663]"
5/3/2022,124,206,29,10,8,8,Greater Noida,"[28.557054,77.453663]"
5/4/2022,145,126,26,10,7,8,Greater Noida,"[28.557054,77.453663]"
5/5/2022,118,137,47,18,11,9,Greater Noida,"[28.557054,77.453663]"
5/6/2022,120,139,57,14,10,8,Greater Noida,"[28.557054,77.453663]"
5/7/2022,154,170,42,19,10,10,Greater Noida,"[28.557054,77.453663]"
5/8/2022,144,120,43,13,9,8,Greater Noida,"[28.557054,77.453663]"
5/9/2022,135,105,34,10,6,7,Greater Noida,"[28.557054,77.453663]"
5/10/2022,117,99,31,10,5,7,Greater Noida,"[28.557054,77.453663]"
5/11/2022,107,101,33,10,6,8,Greater Noida,"[28.557054,77.453663]"
5/12/2022,108,108,37,12,6,8,Greater Noida,"[28.557054,77.453663]"
5/13/2022,118,136,60,14,8,10,Greater Noida,"[28.557054,77.453663]"
5/14/2022,123,163,49,20,11,13,Greater Noida,"[28.557054,77.453663]"
5/15/2022,142,271,57,24,14,14,Greater Noida,"[28.557054,77.453663]"
5/16/2022,146,394,30,14,9,7,Greater Noida,"[28.557054,77.453663]"
5/17/2022,143,156,52,14,9,8,Greater Noida,"[28.557054,77.453663]"
5/18/2022,104,174,29,13,11,8,Greater Noida,"[28.557054,77.453663]"
5/19/2022,130,187,50,20,9,10,Greater Noida,"[28.557054,77.453663]"
5/20/2022,148,238,49,19,15,11,Greater Noida,"[28.557054,77.453663]"
5/21/2022,157,175,27,11,8,4,Greater Noida,"[28.557054,77.453663]"
5/22/2022,108,120,40,12,7,6,Greater Noida,"[28.557054,77.453663]"
5/23/2022,108,79,16,7,7,5,Greater Noida,"[28.557054,77.453663]"
5/24/2022,67,67,23,10,4,6,Greater Noida,"[28.557054,77.453663]"
5/25/2022,80,131,40,16,4,11,Greater Noida,"[28.557054,77.453663]"
5/26/2022,145,158,45,20,4,11,Greater Noida,"[28.557054,77.453663]"
5/27/2022,163,151,30,13,5,8,Greater Noida,"[28.557054,77.453663]"
5/28/2022,132,170,27,11,5,7,Greater Noida,"[28.557054,77.453663]"
5/29/2022,120,146,30,10,4,7,Greater Noida,"[28.557054,77.453663]"
5/30/2022,121,143,16,14,6,7,Greater Noida,"[28.557054,77.453663]"
5/31/2022,119,214,32,20,5,12,Greater Noida,"[28.557054,77.453663]"
6/1/2022,155,240,29,23,8,11,Greater Noida,"[28.557054,77.453663]"
6/2/2022,143,190,35,22,7,10,Greater Noida,"[28.557054,77.453663]"
6/3/2022,130,204,45,26,9,13,Greater Noida,"[28.557054,77.453663]"
6/4/2022,142,158,45,20,10,8,Greater Noida,"[28.557054,77.453663]"
6/5/2022,126,156,31,14,9,6,Greater Noida,"[28.557054,77.453663]"
6/6/2022,101,171,36,19,12,6,Greater Noida,"[28.557054,77.453663]"
6/7/2022,104,251,32,16,12,7,Greater Noida,"[28.557054,77.453663]"
6/8/2022,137,281,24,14,8,8,Greater Noida,"[28.557054,77.453663]"
6/9/2022,137,165,33,12,9,5,Greater Noida,"[28.557054,77.453663]"
6/10/2022,105,239,21,13,8,6,Greater Noida,"[28.557054,77.453663]"
6/11/2022,136,195,22,15,7,8,Greater Noida,"[28.557054,77.453663]"
6/12/2022,130,177,26,15,9,7,Greater Noida,"[28.557054,77.453663]"
6/13/2022,131,151,24,8,7,5,Greater Noida,"[28.557054,77.453663]"
6/14/2022,100,147,23,7,6,5,Greater Noida,"[28.557054,77.453663]"
6/15/2022,106,106,22,6,5,5,Greater Noida,"[28.557054,77.453663]"
6/16/2022,70,140,22,8,6,5,Greater Noida,"[28.557054,77.453663]"
6/17/2022,75,54,11,8,7,9,Greater Noida,"[28.557054,77.453663]"
6/18/2022,60,66,8,9,3,7,Greater Noida,"[28.557054,77.453663]"
6/19/2022,75,85,16,9,3,8,Greater Noida,"[28.557054,77.453663]"
6/20/2022,99,99,18,10,3,7,Greater Noida,"[28.557054,77.453663]"
6/21/2022,102,120,13,11,4,7,Greater Noida,"[28.557054,77.453663]"
6/22/2022,114,134,22,12,3,7,Greater Noida,"[28.557054,77.453663]"
6/23/2022,117,107,26,10,7,5,Greater Noida,"[28.557054,77.453663]"
6/24/2022,99,162,35,15,7,7,Greater Noida,"[28.557054,77.453663]"
6/25/2022,114,216,35,18,8,10,Greater Noida,"[28.557054,77.453663]"
6/26/2022,138,141,18,9,5,9,Greater Noida,"[28.557054,77.453663]"
6/27/2022,113,100,15,7,4,7,Greater Noida,"[28.557054,77.453663]"
6/28/2022,100,105,16,8,3,8,Greater Noida,"[28.557054,77.453663]"
6/29/2022,133,87,9,7,3,7,Greater Noida,"[28.557054,77.453663]"
6/30/2022,96,48,3,7,2,7,Greater Noida,"[28.557054,77.453663]"
7/1/2022,56,52,4,7,2,10,Greater Noida,"[28.557054,77.453663]"
1/4/2022,203,186,168,47,9,24,Greater Noida,"[28.557054,77.453663]"
1/5/2022,199,180,121,31,4,20,Greater Noida,"[28.557054,77.453663]"
1/6/2022,226,75,113,17,4,9,Greater Noida,"[28.557054,77.453663]"
1/7/2022,135,224,63,15,3,6,Greater Noida,"[28.557054,77.453663]"
1/8/2022,224,294,1,11,3,6,Greater Noida,"[28.557054,77.453663]"
1/9/2022,279,87,4,13,3,7,Greater Noida,"[28.557054,77.453663]"
1/10/2022,131,201,2,19,7,9,Greater Noida,"[28.557054,77.453663]"
1/11/2022,236,141,2,21,6,9,Greater Noida,"[28.557054,77.453663]"
1/12/2022,182,206, ,22,6,11,Greater Noida,"[28.557054,77.453663]"
1/13/2022,244,482,1,34,4,21,Greater Noida,"[28.557054,77.453663]"
1/14/2022,333,150,1,24,3,13,Greater Noida,"[28.557054,77.453663]"
1/15/2022,195,120,1,19,3,9,Greater Noida,"[28.557054,77.453663]"
1/16/2022,175,150,1,21,4,10,Greater Noida,"[28.557054,77.453663]"
1/17/2022,192,146,1,18,4,12,Greater Noida,"[28.557054,77.453663]"
1/18/2022,193,177,1,24,3,14,Greater Noida,"[28.557054,77.453663]"
1/19/2022,212,201,11,24,4,14,Greater Noida,"[28.557054,77.453663]"
1/20/2022,213,160,10,18,4,15,Greater Noida,"[28.557054,77.453663]"
1/21/2022,203,148,10,22,4,16,Greater Noida,"[28.557054,77.453663]"
1/22/2022,192,99,9,16,3,11,Greater Noida,"[28.557054,77.453663]"
1/23/2022,171,100,10,16,4,13,Greater Noida,"[28.557054,77.453663]"
1/24/2022,167,150,8,23,4,19,Greater Noida,"[28.557054,77.453663]"
1/25/2022,193,129,12,21,4,13,Greater Noida,"[28.557054,77.453663]"
1/26/2022,174,125,10,20,5,13,Greater Noida,"[28.557054,77.453663]"
1/27/2022,173,119,11,27,6,12,Greater Noida,"[28.557054,77.453663]"
1/28/2022,171,102,13,26,5,10,Greater Noida,"[28.557054,77.453663]"
1/29/2022,146,123,12,35,6,13,Greater Noida,"[28.557054,77.453663]"
1/30/2022,165,131,11,26,8,10,Greater Noida,"[28.557054,77.453663]"
1/31/2022,173,169,8,23,4,16,Greater Noida,"[28.557054,77.453663]"
2/1/2022,199,161,9,27,5,18,Greater Noida,"[28.557054,77.453663]"
2/2/2022,201,148,8,22,5,11,Greater Noida,"[28.557054,77.453663]"
2/3/2022,193,107,10,15,3,10,Greater Noida,"[28.557054,77.453663]"
2/4/2022,175,78,8,12,4,9,Greater Noida,"[28.557054,77.453663]"
2/5/2022,116,137,17,45,6,13,Greater Noida,"[28.557054,77.453663]"
2/6/2022,165,163,30,40,6,18,Greater Noida,"[28.557054,77.453663]"
2/7/2022,189,133,34,31,4,11,Greater Noida,"[28.557054,77.453663]"
2/8/2022,167,164,29,33,4,12,Greater Noida,"[28.557054,77.453663]"
2/9/2022,169,103,15,24,5,9,Greater Noida,"[28.557054,77.453663]"
2/10/2022,129,96,32,24,3,9,Greater Noida,"[28.557054,77.453663]"
2/11/2022,139,101,37,28,5,8,Greater Noida,"[28.557054,77.453663]"
2/12/2022,132,110,37,33,6,11,Greater Noida,"[28.557054,77.453663]"
2/13/2022,136,149,47,34,6,16,Greater Noida,"[28.557054,77.453663]"
2/14/2022,164,155,43,34,6,13,Greater Noida,"[28.557054,77.453663]"
2/15/2022,161,141,50,32,5,12,Greater Noida,"[28.557054,77.453663]"
2/16/2022,154,213,49,48,10,18,Greater Noida,"[28.557054,77.453663]"
2/17/2022,346,161,38,38,10,13,Greater Noida,"[28.557054,77.453663]"
2/18/2022,159,150,33,39,8,14,Greater Noida,"[28.557054,77.453663]"
2/19/2022,153,116,36,30,7,10,Greater Noida,"[28.557054,77.453663]"
2/20/2022,135,104,40,20,6,8,Greater Noida,"[28.557054,77.453663]"
2/21/2022,133,131,41,30,8,10,Greater Noida,"[28.557054,77.453663]"
2/22/2022,132,162,39,23,7,8,Greater Noida,"[28.557054,77.453663]"
2/23/2022,143,138,25,21,6,11,Greater Noida,"[28.557054,77.453663]"
2/24/2022,165,294,39,31,7,14,Greater Noida,"[28.557054,77.453663]"
2/25/2022,230,190,35,26,5,11,Greater Noida,"[28.557054,77.453663]"
2/26/2022,179,62,22,15,4,6,Greater Noida,"[28.557054,77.453663]"
2/27/2022,58,66,31,19,7,6,Greater Noida,"[28.557054,77.453663]"
2/28/2022,76,70,43,21,7,7,Greater Noida,"[28.557054,77.453663]"
3/1/2022,84,104,59,30,9,10,Greater Noida,"[28.557054,77.453663]"
3/2/2022,141,149,50,37,13,13,Greater Noida,"[28.557054,77.453663]"
3/3/2022,157,111,33,24,7,10,Greater Noida,"[28.557054,77.453663]"
3/4/2022,125,106,29,22,7,8,Greater Noida,"[28.557054,77.453663]"
3/5/2022,131,76,36,18,7,8,Greater Noida,"[28.557054,77.453663]"
3/6/2022,98,105,54,26,9,9,Greater Noida,"[28.557054,77.453663]"
3/7/2022,138,183,36,36,7,14,Greater Noida,"[28.557054,77.453663]"
3/8/2022,158,140,39,32,9,11,Greater Noida,"[28.557054,77.453663]"
3/9/2022,139,95,36,25,10,8,Greater Noida,"[28.557054,77.453663]"
3/10/2022,99,91,43,19,12,8,Greater Noida,"[28.557054,77.453663]"
3/11/2022,99,101,40,21,11,9,Greater Noida,"[28.557054,77.453663]"
3/12/2022,116,99,43,25,11,9,Greater Noida,"[28.557054,77.453663]"
3/13/2022,110,125,53,31,15,11,Greater Noida,"[28.557054,77.453663]"
3/14/2022,135,166,60,33,11,15,Greater Noida,"[28.557054,77.453663]"
3/15/2022,162,138,52,30,12,14,Greater Noida,"[28.557054,77.453663]"
3/16/2022,157,201,35,18,8,9,Greater Noida,"[28.557054,77.453663]"
3/17/2022,202,138,38,22,9,12,Greater Noida,"[28.557054,77.453663]"
3/18/2022,163,130,39,13,6,11,Greater Noida,"[28.557054,77.453663]"
3/19/2022,173,123,41,14,6,12,Greater Noida,"[28.557054,77.453663]"
3/20/2022,164,152,59,22,8,13,Greater Noida,"[28.557054,77.453663]"
3/21/2022,170,188,57,26,11,15,Greater Noida,"[28.557054,77.453663]"
3/22/2022,178,117,47,15,11,7,Greater Noida,"[28.557054,77.453663]"
3/23/2022,122,183,59,27,12,12,Greater Noida,"[28.557054,77.453663]"
3/24/2022,149,262,45,30,14,14,Greater Noida,"[28.557054,77.453663]"
3/25/2022,167,203,45,22,11,8,Greater Noida,"[28.557054,77.453663]"
3/26/2022,175,160,45,20,11,7,Greater Noida,"[28.557054,77.453663]"
3/27/2022,118,133,63,23,11,10,Greater Noida,"[28.557054,77.453663]"
3/28/2022,126,199,72,33,12,16,Greater Noida,"[28.557054,77.453663]"
3/29/2022,153,230,63,33,18,12,Greater Noida,"[28.557054,77.453663]"
3/30/2022,184,304,92,38,18,13,Greater Noida,"[28.557054,77.453663]"
3/31/2022,208,273,71,36,22,14,Greater Noida,"[28.557054,77.453663]"
4/1/2022,180,137,65,22,14,8,Greater Noida,"[28.557054,77.453663]"
10/2/2021,134,117,43,17,4,11,Greater Noida,"[28.557054,77.453663]"
10/3/2021,146,84,30,13,4,7,Greater Noida,"[28.557054,77.453663]"
10/4/2021,109,101,35,15,2,9,Greater Noida,"[28.557054,77.453663]"
10/5/2021,89,91,48,16,3,7,Greater Noida,"[28.557054,77.453663]"
10/6/2021,114,102,48,16,4,9,Greater Noida,"[28.557054,77.453663]"
10/7/2021,141,116,55,15,5,8,Greater Noida,"[28.557054,77.453663]"
10/8/2021,152,152,50,23,6,11,Greater Noida,"[28.557054,77.453663]"
10/9/2021,156,174,43,26,5,11,Greater Noida,"[28.557054,77.453663]"
10/10/2021,152,179,38,26,6,13,Greater Noida,"[28.557054,77.453663]"
10/11/2021,148,194,35,27,7,12,Greater Noida,"[28.557054,77.453663]"
10/12/2021,151,154,39,26,8,12,Greater Noida,"[28.557054,77.453663]"
10/13/2021,152,145,41,22,10,7,Greater Noida,"[28.557054,77.453663]"
10/14/2021,150,147,49,24,10,9,Greater Noida,"[28.557054,77.453663]"
10/15/2021,159,190,106,29,9,13,Greater Noida,"[28.557054,77.453663]"
10/16/2021,174,275,53,34,7,17,Greater Noida,"[28.557054,77.453663]"
10/17/2021,233,114,13,17,6,8,Greater Noida,"[28.557054,77.453663]"
10/18/2021,148,32,12,12,6,7,Greater Noida,"[28.557054,77.453663]"
10/19/2021,44,90,32,17,5,8,Greater Noida,"[28.557054,77.453663]"
10/20/2021,133,146,45,27,6,11,Greater Noida,"[28.557054,77.453663]"
10/21/2021,181,150,28,30,6,10,Greater Noida,"[28.557054,77.453663]"
10/22/2021,142,166,34,26,6,9,Greater Noida,"[28.557054,77.453663]"
10/23/2021,124,157,35,26,5,10,Greater Noida,"[28.557054,77.453663]"
10/24/2021,158,113,30,17,4,7,Greater Noida,"[28.557054,77.453663]"
10/25/2021,148,85,42,19,9,9,Greater Noida,"[28.557054,77.453663]"
10/26/2021,119,122,38,24,5,9,Greater Noida,"[28.557054,77.453663]"
10/27/2021,153,173,43,33,9,12,Greater Noida,"[28.557054,77.453663]"
10/28/2021,187,180,49,33,7,12,Greater Noida,"[28.557054,77.453663]"
10/29/2021,199,267,41,37,8,18,Greater Noida,"[28.557054,77.453663]"
10/30/2021,219,179,50,37,9,13,Greater Noida,"[28.557054,77.453663]"
10/31/2021,190,260,65,32,9,14,Greater Noida,"[28.557054,77.453663]"
11/1/2021,226,287,56,32,8,12,Greater Noida,"[28.557054,77.453663]"
11/2/2021,217,224,41,32,7,12,Greater Noida,"[28.557054,77.453663]"
11/3/2021,242,187,45,33,6,14,Greater Noida,"[28.557054,77.453663]"
11/4/2021,217,333,58,31,8,19,Greater Noida,"[28.557054,77.453663]"
11/5/2021,319,584,41,32,8,21,Greater Noida,"[28.557054,77.453663]"
11/6/2021,541,289,63,34,11,16,Greater Noida,"[28.557054,77.453663]"
11/7/2021,304,278,62,39,9,17,Greater Noida,"[28.557054,77.453663]"
11/8/2021,273,318,64,47,10,18,Greater Noida,"[28.557054,77.453663]"
11/9/2021,306,408,88,46,15,20,Greater Noida,"[28.557054,77.453663]"
11/10/2021,352,348,93,47,12,21,Greater Noida,"[28.557054,77.453663]"
11/11/2021,311,536,24,65,11,27,Greater Noida,"[28.557054,77.453663]"
11/12/2021,385,488,54,62,12,28,Greater Noida,"[28.557054,77.453663]"
11/13/2021,415,238,56,55,12,21,Greater Noida,"[28.557054,77.453663]"
11/14/2021,269,381,116,49,15,14,Greater Noida,"[28.557054,77.453663]"
11/15/2021,220,322,63,53,15,16,Greater Noida,"[28.557054,77.453663]"
11/16/2021,253,327,73,50,10,20,Greater Noida,"[28.557054,77.453663]"
11/17/2021,293,273,50,50,9,24,Greater Noida,"[28.557054,77.453663]"
11/18/2021,232,298,60,49,10,22,Greater Noida,"[28.557054,77.453663]"
11/19/2021,244,314,123,49,18,19,Greater Noida,"[28.557054,77.453663]"
11/20/2021,279,211,85,65,14,22,Greater Noida,"[28.557054,77.453663]"
11/21/2021,206,158,102,42,17,14,Greater Noida,"[28.557054,77.453663]"
11/22/2021,187,147,46,32,9,10,Greater Noida,"[28.557054,77.453663]"
11/23/2021,169,180,52,36,9,14,Greater Noida,"[28.557054,77.453663]"
11/24/2021,204,222,52,53,10,25,Greater Noida,"[28.557054,77.453663]"
11/25/2021,208,334,66,44,7,18,Greater Noida,"[28.557054,77.453663]"
11/26/2021,287,433,47,52,8,26,Greater Noida,"[28.557054,77.453663]"
11/27/2021,335,248,39,41,5,17,Greater Noida,"[28.557054,77.453663]"
11/28/2021,231,257,45,40,6,19,Greater Noida,"[28.557054,77.453663]"
11/29/2021,242,197,53,47,11,20,Greater Noida,"[28.557054,77.453663]"
11/30/2021,216,154,66,38,10,16,Greater Noida,"[28.557054,77.453663]"
12/1/2021,182,344,33,67,8,29,Greater Noida,"[28.557054,77.453663]"
12/2/2021,272,146,15,40,6,17,Greater Noida,"[28.557054,77.453663]"
12/3/2021,196,261,49,43,5,20,Greater Noida,"[28.557054,77.453663]"
12/4/2021,266,223,86,47,8,22,Greater Noida,"[28.557054,77.453663]"
12/5/2021,216,236,28,40,7,19,Greater Noida,"[28.557054,77.453663]"
12/6/2021,218,137,34,35,7,12,Greater Noida,"[28.557054,77.453663]"
12/7/2021,187,113,30,33,7,11,Greater Noida,"[28.557054,77.453663]"
12/8/2021,151,128,48,36,6,13,Greater Noida,"[28.557054,77.453663]"
12/9/2021,172,197,28,47,7,21,Greater Noida,"[28.557054,77.453663]"
12/10/2021,208,137,34,43,9,17,Greater Noida,"[28.557054,77.453663]"
12/11/2021,176,106,36,38,7,12,Greater Noida,"[28.557054,77.453663]"
12/12/2021,156,117,31,44,6,15,Greater Noida,"[28.557054,77.453663]"
12/13/2021,164,147,27,37,4,17,Greater Noida,"[28.557054,77.453663]"
12/14/2021,191,181,29,35,4,17,Greater Noida,"[28.557054,77.453663]"
12/15/2021,212,183,32,38,6,17,Greater Noida,"[28.557054,77.453663]"
12/16/2021,201,168,18,34,7,13,Greater Noida,"[28.557054,77.453663]"
12/17/2021,207,105,35,22,9,8,Greater Noida,"[28.557054,77.453663]"
12/18/2021,155,111,20,24,4,12,Greater Noida,"[28.557054,77.453663]"
12/19/2021,168,120,47,31,6,13,Greater Noida,"[28.557054,77.453663]"
12/20/2021,174,253,57,39,7,20,Greater Noida,"[28.557054,77.453663]"
12/21/2021,232,304,35,53,8,31,Greater Noida,"[28.557054,77.453663]"
12/22/2021,267,354,31,60,9,31,Greater Noida,"[28.557054,77.453663]"
12/23/2021,289,280,27,41,7,21,Greater Noida,"[28.557054,77.453663]"
12/24/2021,272,231,26,34,4,19,Greater Noida,"[28.557054,77.453663]"
12/25/2021,236,344,22,44,7,25,Greater Noida,"[28.557054,77.453663]"
12/26/2021,297,275,14,33,3,21,Greater Noida,"[28.557054,77.453663]"
12/27/2021,283,154,20,26,7,14,Greater Noida,"[28.557054,77.453663]"
12/28/2021,167,156,3,34,8,16,Greater Noida,"[28.557054,77.453663]"
12/29/2021,190,133,17,33,5,15,Greater Noida,"[28.557054,77.453663]"
12/30/2021,167,127,23,33,6,15,Greater Noida,"[28.557054,77.453663]"
12/31/2021,154,114,27,37,6,14,Greater Noida,"[28.557054,77.453663]"
1/1/2022,169,172, ,43,4,24,Greater Noida,"[28.557054,77.453663]"
1/2/2022,210,179, ,46,11,25,Greater Noida,"[28.557054,77.453663]"
1/3/2022,227,167,135,46,7,22,Greater Noida,"[28.557054,77.453663]"
7/2/2021,110,224,38,9,5,9,Greater Noida,"[28.557054,77.453663]"
7/3/2021,127,103,42,15,2,7,Greater Noida,"[28.557054,77.453663]"
7/4/2021,111,132,86,18,2,11,Greater Noida,"[28.557054,77.453663]"
7/5/2021,133,137,75,17,4,10,Greater Noida,"[28.557054,77.453663]"
7/6/2021,132,135,68,16,3,10,Greater Noida,"[28.557054,77.453663]"
7/7/2021,115,138,49,16,3,12,Greater Noida,"[28.557054,77.453663]"
7/8/2021,119,156,46,13,3,7,Greater Noida,"[28.557054,77.453663]"
7/9/2021,106,79,38,10,2,11,Greater Noida,"[28.557054,77.453663]"
7/10/2021,95,64,30,10,1,10,Greater Noida,"[28.557054,77.453663]"
7/11/2021,71,71,31,8,2,9,Greater Noida,"[28.557054,77.453663]"
7/12/2021,97,60,22,8,2,8,Greater Noida,"[28.557054,77.453663]"
7/13/2021,67,61,11,12,3,10,Greater Noida,"[28.557054,77.453663]"
7/14/2021,79,58,14,12,3,7,Greater Noida,"[28.557054,77.453663]"
7/15/2021,70,69,21,12,2,13,Greater Noida,"[28.557054,77.453663]"
7/16/2021,85,119,24,10,1,8,Greater Noida,"[28.557054,77.453663]"
7/17/2021,80,94,57,11,2,10,Greater Noida,"[28.557054,77.453663]"
7/18/2021,123,58,23,10,3,10,Greater Noida,"[28.557054,77.453663]"
7/19/2021,77,22,17,6,2,7,Greater Noida,"[28.557054,77.453663]"
7/20/2021,42,48,16,12, , ,Greater Noida,"[28.557054,77.453663]"
7/21/2021,72,68,49,14, , ,Greater Noida,"[28.557054,77.453663]"
7/22/2021,97,48,16,8, , ,Greater Noida,"[28.557054,77.453663]"
