date, pm25, pm10, o3, no2, so2, co,city,coordinates
3/30/2020,64,46,8,5,8,2,DCNS-Delhi,"[28.612498,77.237388]"
3/31/2020,88,45,10,4,8,2,DCNS-Delhi,"[28.612498,77.237388]"
4/1/2020,81,48,11,5,9,2,DCNS-Delhi,"[28.612498,77.237388]"
10/2/2019,86,70,6,18,5,10,DCNS-Delhi,"[28.612498,77.237388]"
10/3/2019,105,88,36,22,5,21,DCNS-Delhi,"[28.612498,77.237388]"
10/4/2019,138,65,7,19,4,12,DCNS-Delhi,"[28.612498,77.237388]"
10/5/2019,116,70,6,17,3,10,DCNS-Delhi,"[28.612498,77.237388]"
10/6/2019,100,88,7,19,4,11,DCNS-Delhi,"[28.612498,77.237388]"
10/7/2019,134,87,5,17,3,9,DCNS-Delhi,"[28.612498,77.237388]"
10/8/2019,129,76,7,19,4,9,DCNS-Delhi,"[28.612498,77.237388]"
10/9/2019,104,113,9,29,4,19,DCNS-Delhi,"[28.612498,77.237388]"
10/10/2019,151,116,35,32,5,18,DCNS-Delhi,"[28.612498,77.237388]"
10/11/2019,160,122,7,38,5,15,DCNS-Delhi,"[28.612498,77.237388]"
10/12/2019,170,130,8,38,6,19,DCNS-Delhi,"[28.612498,77.237388]"
10/13/2019,170,164,10,40,7,19,DCNS-Delhi,"[28.612498,77.237388]"
10/14/2019,184,130,7,33,6,20,DCNS-Delhi,"[28.612498,77.237388]"
10/15/2019,173,141,10,35,6,27,DCNS-Delhi,"[28.612498,77.237388]"
10/16/2019,180,153,18,32,6,21,DCNS-Delhi,"[28.612498,77.237388]"
10/17/2019,185,130,2,27,5,15,DCNS-Delhi,"[28.612498,77.237388]"
10/18/2019,174,120,2,22,5,11,DCNS-Delhi,"[28.612498,77.237388]"
10/19/2019,159,107,4,33,7,14,DCNS-Delhi,"[28.612498,77.237388]"
10/20/2019,142,117,3,33,6,15,DCNS-Delhi,"[28.612498,77.237388]"
10/21/2019,163,126,3,32,6,14,DCNS-Delhi,"[28.612498,77.237388]"
10/22/2019,176,119,3,34,6,14,DCNS-Delhi,"[28.612498,77.237388]"
10/23/2019,159,159,7,43,8,15,DCNS-Delhi,"[28.612498,77.237388]"
10/24/2019,176,203,150,51,8,28,DCNS-Delhi,"[28.612498,77.237388]"
10/25/2019,207,180,31,41,7,18,DCNS-Delhi,"[28.612498,77.237388]"
10/26/2019,185,162,9,46,6,25,DCNS-Delhi,"[28.612498,77.237388]"
10/27/2019,193,156,4,34,5,19,DCNS-Delhi,"[28.612498,77.237388]"
10/28/2019,213,316,5,42,9,18,DCNS-Delhi,"[28.612498,77.237388]"
10/29/2019,301,311,8,53,6,26,DCNS-Delhi,"[28.612498,77.237388]"
10/30/2019,318,313,8,48,6,26,DCNS-Delhi,"[28.612498,77.237388]"
10/31/2019,309,372,8,57,6,28,DCNS-Delhi,"[28.612498,77.237388]"
11/1/2019,329,473,7,56,6,33,DCNS-Delhi,"[28.612498,77.237388]"
11/2/2019,408,324,6,40,6,21,DCNS-Delhi,"[28.612498,77.237388]"
11/3/2019,320,613,6,36,4,27,DCNS-Delhi,"[28.612498,77.237388]"
11/4/2019,530,253,5,33,6,17,DCNS-Delhi,"[28.612498,77.237388]"
11/5/2019,192,220,4,30,6,15,DCNS-Delhi,"[28.612498,77.237388]"
11/6/2019,269,120,3,39,5,17,DCNS-Delhi,"[28.612498,77.237388]"
11/7/2019,162,201,5,39,6,16,DCNS-Delhi,"[28.612498,77.237388]"
11/8/2019,245,153,5,41,8,21,DCNS-Delhi,"[28.612498,77.237388]"
11/9/2019,203,137,3,34,6,14,DCNS-Delhi,"[28.612498,77.237388]"
11/10/2019,189,194,2,40,8,16,DCNS-Delhi,"[28.612498,77.237388]"
11/11/2019,219,236,3,49,7,24,DCNS-Delhi,"[28.612498,77.237388]"
11/12/2019,244,356,3,52,7,27,DCNS-Delhi,"[28.612498,77.237388]"
11/13/2019,347,433,6,60,7,29,DCNS-Delhi,"[28.612498,77.237388]"
11/14/2019,402,470,13,79,8,31,DCNS-Delhi,"[28.612498,77.237388]"
11/15/2019,424,392,6,52,9,29,DCNS-Delhi,"[28.612498,77.237388]"
11/16/2019,370,186,3,28,7,13,DCNS-Delhi,"[28.612498,77.237388]"
11/17/2019,229,104,1,19,6,7,DCNS-Delhi,"[28.612498,77.237388]"
11/18/2019,155,115,2,28,5,12,DCNS-Delhi,"[28.612498,77.237388]"
11/19/2019,174,133,2,41,6,19,DCNS-Delhi,"[28.612498,77.237388]"
11/20/2019,177,163,11,56,6,22,DCNS-Delhi,"[28.612498,77.237388]"
11/21/2019,186,219,34,70,8,22,DCNS-Delhi,"[28.612498,77.237388]"
11/22/2019,217,181,9,56,7,26,DCNS-Delhi,"[28.612498,77.237388]"
11/23/2019,205,144,5,38,5,13,DCNS-Delhi,"[28.612498,77.237388]"
11/24/2019,192,122,6,33,6,10,DCNS-Delhi,"[28.612498,77.237388]"
11/25/2019,169,147,7,45,6,16,DCNS-Delhi,"[28.612498,77.237388]"
11/26/2019,186,145,11,39,8,17,DCNS-Delhi,"[28.612498,77.237388]"
11/27/2019,173,92,9,33,7,10,DCNS-Delhi,"[28.612498,77.237388]"
11/28/2019,145,50,7,24,6,6,DCNS-Delhi,"[28.612498,77.237388]"
11/29/2019,82,76,7,32,6,11,DCNS-Delhi,"[28.612498,77.237388]"
11/30/2019,127,106,6,36,4,13,DCNS-Delhi,"[28.612498,77.237388]"
12/1/2019,169,120,4,38,5,13,DCNS-Delhi,"[28.612498,77.237388]"
12/2/2019,173,139,5,45,5,17,DCNS-Delhi,"[28.612498,77.237388]"
12/3/2019,177,142,5,48,6,17,DCNS-Delhi,"[28.612498,77.237388]"
12/4/2019,177,174,7,59,7,16,DCNS-Delhi,"[28.612498,77.237388]"
12/5/2019,192,268,6,71,7,32,DCNS-Delhi,"[28.612498,77.237388]"
12/6/2019,254,237,6,50,7,26,DCNS-Delhi,"[28.612498,77.237388]"
12/7/2019,251,220,14,65,8,26,DCNS-Delhi,"[28.612498,77.237388]"
12/8/2019,263,213,6,50,6,26,DCNS-Delhi,"[28.612498,77.237388]"
12/9/2019,241,170,5,51,6,27,DCNS-Delhi,"[28.612498,77.237388]"
12/10/2019,206,221,6,53,6,26,DCNS-Delhi,"[28.612498,77.237388]"
12/11/2019,224,277,5,67,7,28,DCNS-Delhi,"[28.612498,77.237388]"
12/12/2019,246,296,48,44,5,18,DCNS-Delhi,"[28.612498,77.237388]"
12/13/2019,257,81,8,23,4,8,DCNS-Delhi,"[28.612498,77.237388]"
12/14/2019,151,78,6,24,6,5,DCNS-Delhi,"[28.612498,77.237388]"
12/15/2019,138,100,5,26,5,7,DCNS-Delhi,"[28.612498,77.237388]"
12/16/2019,157,91,4,20,4,5,DCNS-Delhi,"[28.612498,77.237388]"
12/17/2019,141,100,5,22,5,9,DCNS-Delhi,"[28.612498,77.237388]"
12/18/2019,90,144,10,27,5,12,DCNS-Delhi,"[28.612498,77.237388]"
12/19/2019,123,282,16,33,5,20,DCNS-Delhi,"[28.612498,77.237388]"
12/20/2019,159,372,6,40,5,18,DCNS-Delhi,"[28.612498,77.237388]"
12/21/2019,406,253,6,30,4,16,DCNS-Delhi,"[28.612498,77.237388]"
12/22/2019,313,128,5,23,3,7,DCNS-Delhi,"[28.612498,77.237388]"
12/23/2019,205,157,5,25,4,12,DCNS-Delhi,"[28.612498,77.237388]"
12/24/2019,242,313,13,37,4,15,DCNS-Delhi,"[28.612498,77.237388]"
12/25/2019,334,169,5,22,3,7,DCNS-Delhi,"[28.612498,77.237388]"
12/26/2019,226,182,6,25,4,8,DCNS-Delhi,"[28.612498,77.237388]"
12/27/2019,254,273,6,33,4,11,DCNS-Delhi,"[28.612498,77.237388]"
12/28/2019,301,351,13,32,5,20,DCNS-Delhi,"[28.612498,77.237388]"
12/29/2019,348,458,35,42,4,15,DCNS-Delhi,"[28.612498,77.237388]"
12/30/2019,400, , , , , ,DCNS-Delhi,"[28.612498,77.237388]"
7/2/2019,127,146,53,15,5,8,DCNS-Delhi,"[28.612498,77.237388]"
7/3/2019,161,51,14,15,4,12,DCNS-Delhi,"[28.612498,77.237388]"
7/4/2019,64,62,12,17,4,10,DCNS-Delhi,"[28.612498,77.237388]"
7/5/2019,89,63,6,21,4,11,DCNS-Delhi,"[28.612498,77.237388]"
7/6/2019,119,50,26,15,5,8,DCNS-Delhi,"[28.612498,77.237388]"
7/7/2019,82,56,32,21,5,10,DCNS-Delhi,"[28.612498,77.237388]"
7/8/2019,91,84,31,23,5,10,DCNS-Delhi,"[28.612498,77.237388]"
7/9/2019,117,73,11,18,5,8,DCNS-Delhi,"[28.612498,77.237388]"
7/10/2019,103,148,13,14,5,8,DCNS-Delhi,"[28.612498,77.237388]"
7/11/2019,130,270,8,26,6,18,DCNS-Delhi,"[28.612498,77.237388]"
7/12/2019,163,229,4,15,5,18,DCNS-Delhi,"[28.612498,77.237388]"
7/13/2019,144,200,8,15,5,7,DCNS-Delhi,"[28.612498,77.237388]"
7/14/2019,145,181,6,13,5,7,DCNS-Delhi,"[28.612498,77.237388]"
7/15/2019,138,92,6,16,5,8,DCNS-Delhi,"[28.612498,77.237388]"
7/16/2019,97,65,9,17,4,8,DCNS-Delhi,"[28.612498,77.237388]"
7/17/2019,86,57,7,20,5,11,DCNS-Delhi,"[28.612498,77.237388]"
7/18/2019,87,52,8,20,4,11,DCNS-Delhi,"[28.612498,77.237388]"
7/19/2019,87,96,12,19,5,14,DCNS-Delhi,"[28.612498,77.237388]"
7/20/2019,138,72,16,22,5,11,DCNS-Delhi,"[28.612498,77.237388]"
7/21/2019,106,59,31,16,4,13,DCNS-Delhi,"[28.612498,77.237388]"
7/22/2019,99,80,8,17,4,15,DCNS-Delhi,"[28.612498,77.237388]"
7/23/2019,134,122,37,30,4,18,DCNS-Delhi,"[28.612498,77.237388]"
7/24/2019,154,118,9,25,4,17,DCNS-Delhi,"[28.612498,77.237388]"
7/25/2019,149,48,5,18,5,10,DCNS-Delhi,"[28.612498,77.237388]"
7/26/2019,65,49,11,16,4,8,DCNS-Delhi,"[28.612498,77.237388]"
7/27/2019,87,40,9,15,4,10,DCNS-Delhi,"[28.612498,77.237388]"
7/28/2019,76,33,4,9,4,7,DCNS-Delhi,"[28.612498,77.237388]"
7/29/2019,61,43,5,9,4,6,DCNS-Delhi,"[28.612498,77.237388]"
7/30/2019,55,64,17,17,6,9,DCNS-Delhi,"[28.612498,77.237388]"
7/31/2019,79,51,8,12,5,7,DCNS-Delhi,"[28.612498,77.237388]"
8/1/2019,71,60,9,15,4,8,DCNS-Delhi,"[28.612498,77.237388]"
8/2/2019,85,59,21,17,4,9,DCNS-Delhi,"[28.612498,77.237388]"
8/3/2019,89,60,11,18,5,10,DCNS-Delhi,"[28.612498,77.237388]"
8/4/2019,93,66,10,18,5,10,DCNS-Delhi,"[28.612498,77.237388]"
8/5/2019,118,71,6,18,4,11,DCNS-Delhi,"[28.612498,77.237388]"
8/6/2019,133,37,5,22,4,12,DCNS-Delhi,"[28.612498,77.237388]"
8/7/2019,67,59,44,18,6,12,DCNS-Delhi,"[28.612498,77.237388]"
8/8/2019,93,57,5,16,5,16,DCNS-Delhi,"[28.612498,77.237388]"
8/9/2019,71,47,6,10,6,8,DCNS-Delhi,"[28.612498,77.237388]"
8/10/2019,42,27,9,9,4,6,DCNS-Delhi,"[28.612498,77.237388]"
8/11/2019,49,48,5,12,4,7,DCNS-Delhi,"[28.612498,77.237388]"
8/12/2019,68,36,5,14,4,8,DCNS-Delhi,"[28.612498,77.237388]"
8/13/2019,56,43,5,15,4,9,DCNS-Delhi,"[28.612498,77.237388]"
8/14/2019,61,45,23,20,4,11,DCNS-Delhi,"[28.612498,77.237388]"
8/15/2019,90,45,5,14,4,9,DCNS-Delhi,"[28.612498,77.237388]"
8/16/2019,81,28,5,9,5,6,DCNS-Delhi,"[28.612498,77.237388]"
8/17/2019,52,9,4,8,4,8,DCNS-Delhi,"[28.612498,77.237388]"
8/18/2019,23,26,6,12,4,9,DCNS-Delhi,"[28.612498,77.237388]"
8/19/2019,47,66,9,18,4,13,DCNS-Delhi,"[28.612498,77.237388]"
8/20/2019,109,67,7,16,4,12,DCNS-Delhi,"[28.612498,77.237388]"
8/21/2019,111,83,7,18,4,10,DCNS-Delhi,"[28.612498,77.237388]"
8/22/2019,110,89,6,24,4,11,DCNS-Delhi,"[28.612498,77.237388]"
8/23/2019,111,96,6,23,4,21,DCNS-Delhi,"[28.612498,77.237388]"
8/24/2019,127,94,4,26,4,16,DCNS-Delhi,"[28.612498,77.237388]"
8/25/2019,146,48,4,16,4,9,DCNS-Delhi,"[28.612498,77.237388]"
8/26/2019,83,49,5,14,4,9,DCNS-Delhi,"[28.612498,77.237388]"
8/27/2019,66,69,7,18,4,13,DCNS-Delhi,"[28.612498,77.237388]"
8/28/2019,93,68,5,17,5,11,DCNS-Delhi,"[28.612498,77.237388]"
8/29/2019,94,62,6,15,3,8,DCNS-Delhi,"[28.612498,77.237388]"
8/30/2019,87,65,5,18,4,9,DCNS-Delhi,"[28.612498,77.237388]"
8/31/2019,91,87,11,26,4,14,DCNS-Delhi,"[28.612498,77.237388]"
9/1/2019,119,55,27,17,4,9,DCNS-Delhi,"[28.612498,77.237388]"
9/2/2019,77,75,9,21,4,10,DCNS-Delhi,"[28.612498,77.237388]"
9/3/2019,113,94,8,21,3,13,DCNS-Delhi,"[28.612498,77.237388]"
9/4/2019,146,94,11,22,2,11,DCNS-Delhi,"[28.612498,77.237388]"
9/5/2019,152,60,7,16,2,10,DCNS-Delhi,"[28.612498,77.237388]"
9/6/2019,87,59,7,17,2,10,DCNS-Delhi,"[28.612498,77.237388]"
9/7/2019,87,56,7,15,3,10,DCNS-Delhi,"[28.612498,77.237388]"
9/8/2019,85,58,17,14,3,9,DCNS-Delhi,"[28.612498,77.237388]"
9/9/2019,87,85,8,17,2,13,DCNS-Delhi,"[28.612498,77.237388]"
9/10/2019,137,95,7,19,3,14,DCNS-Delhi,"[28.612498,77.237388]"
9/11/2019,148,106,8,26,3,13,DCNS-Delhi,"[28.612498,77.237388]"
9/12/2019,157,82,6,18,3,10,DCNS-Delhi,"[28.612498,77.237388]"
9/13/2019,133,56,8,14,3,8,DCNS-Delhi,"[28.612498,77.237388]"
9/14/2019,83,50,19,12,4,7,DCNS-Delhi,"[28.612498,77.237388]"
9/15/2019,75,56,15,15,4,9,DCNS-Delhi,"[28.612498,77.237388]"
9/16/2019,98,81,9,20,3,12,DCNS-Delhi,"[28.612498,77.237388]"
9/17/2019,130,90,11,21,3,11,DCNS-Delhi,"[28.612498,77.237388]"
9/18/2019,132,63,9,15,4,7,DCNS-Delhi,"[28.612498,77.237388]"
9/19/2019,94,41,6,10,3,7,DCNS-Delhi,"[28.612498,77.237388]"
9/20/2019,64,60,6,15,3,9,DCNS-Delhi,"[28.612498,77.237388]"
9/21/2019,87,69,6,13,5,8,DCNS-Delhi,"[28.612498,77.237388]"
9/22/2019,104, , , , , ,DCNS-Delhi,"[28.612498,77.237388]"
9/24/2019,95,68,15,17,4,9,DCNS-Delhi,"[28.612498,77.237388]"
9/25/2019,97,66,10,17,4,9,DCNS-Delhi,"[28.612498,77.237388]"
9/26/2019,86,42,5,11,3,7,DCNS-Delhi,"[28.612498,77.237388]"
9/27/2019,58,47,4,12,6,7,DCNS-Delhi,"[28.612498,77.237388]"
9/28/2019,49,51,3,11,5,7,DCNS-Delhi,"[28.612498,77.237388]"
9/29/2019,63,27,3,9,3,6,DCNS-Delhi,"[28.612498,77.237388]"
9/30/2019,42,50,3,13,3,9,DCNS-Delhi,"[28.612498,77.237388]"
10/1/2019,79,58,3,14,3,9,DCNS-Delhi,"[28.612498,77.237388]"
4/2/2019,125,116,61,34,11,9,DCNS-Delhi,"[28.612498,77.237388]"
4/3/2019,148,102,55,34,8,10,DCNS-Delhi,"[28.612498,77.237388]"
4/4/2019,139,152,65,42,10,22,DCNS-Delhi,"[28.612498,77.237388]"
4/5/2019,169,143,93,44,13,22,DCNS-Delhi,"[28.612498,77.237388]"
4/6/2019,170,186,67,25,11,9,DCNS-Delhi,"[28.612498,77.237388]"
4/7/2019,173, , , , , ,DCNS-Delhi,"[28.612498,77.237388]"
4/9/2019,158,134,62,33,8,14,DCNS-Delhi,"[28.612498,77.237388]"
4/10/2019,155,133,51,35,7,19,DCNS-Delhi,"[28.612498,77.237388]"
4/11/2019,146,109,47,25,8,8,DCNS-Delhi,"[28.612498,77.237388]"
4/12/2019,148,131,38,21,8,7,DCNS-Delhi,"[28.612498,77.237388]"
4/13/2019,147,99,33,19,8,6,DCNS-Delhi,"[28.612498,77.237388]"
4/14/2019,128,88,42,22,11,6,DCNS-Delhi,"[28.612498,77.237388]"
4/15/2019,121,103,30,28,6,12,DCNS-Delhi,"[28.612498,77.237388]"
4/16/2019,134,176,23,17,5,8,DCNS-Delhi,"[28.612498,77.237388]"
4/17/2019,150,44,30,10,4,4,DCNS-Delhi,"[28.612498,77.237388]"
4/18/2019,66,62,67,12,6,6,DCNS-Delhi,"[28.612498,77.237388]"
4/19/2019,94,70,43,22,7,7,DCNS-Delhi,"[28.612498,77.237388]"
4/20/2019,107,104,65,36,9,11,DCNS-Delhi,"[28.612498,77.237388]"
4/21/2019,138,144,31,48,12,20,DCNS-Delhi,"[28.612498,77.237388]"
4/22/2019,174,169,86,27,18,12,DCNS-Delhi,"[28.612498,77.237388]"
4/23/2019,180,111,54,32,9,12,DCNS-Delhi,"[28.612498,77.237388]"
4/24/2019,150,144,54,35,7,11,DCNS-Delhi,"[28.612498,77.237388]"
4/25/2019,167,177,50,21,8,9,DCNS-Delhi,"[28.612498,77.237388]"
4/26/2019,169,127,42,29,8,9,DCNS-Delhi,"[28.612498,77.237388]"
4/27/2019,137,146,35,22,9,6,DCNS-Delhi,"[28.612498,77.237388]"
4/28/2019,150,145,37,24,9,7,DCNS-Delhi,"[28.612498,77.237388]"
4/29/2019,158,131,43,34,10,11,DCNS-Delhi,"[28.612498,77.237388]"
4/30/2019,130,184,11,50,12,18,DCNS-Delhi,"[28.612498,77.237388]"
5/1/2019,172,195,85,46,15,15,DCNS-Delhi,"[28.612498,77.237388]"
5/2/2019,174,159,40,25,10,9,DCNS-Delhi,"[28.612498,77.237388]"
5/3/2019,146,109,47,23,9,7,DCNS-Delhi,"[28.612498,77.237388]"
5/4/2019,114,110,51,31,8,9,DCNS-Delhi,"[28.612498,77.237388]"
5/5/2019,136,144,54,33,11,11,DCNS-Delhi,"[28.612498,77.237388]"
5/6/2019,156,144,55,40,9,16,DCNS-Delhi,"[28.612498,77.237388]"
5/7/2019,155,196,31,40,8,20,DCNS-Delhi,"[28.612498,77.237388]"
5/8/2019,197,212,37,35,8,19,DCNS-Delhi,"[28.612498,77.237388]"
5/9/2019,183,257,45,32,9,13,DCNS-Delhi,"[28.612498,77.237388]"
5/10/2019,196,197,37,20,7,7,DCNS-Delhi,"[28.612498,77.237388]"
5/11/2019,171,166,48,23,9,8,DCNS-Delhi,"[28.612498,77.237388]"
5/12/2019,173,406,52,27,7,10,DCNS-Delhi,"[28.612498,77.237388]"
5/13/2019,255,238,76,31,15,15,DCNS-Delhi,"[28.612498,77.237388]"
5/14/2019,229,76,58,22,6,8,DCNS-Delhi,"[28.612498,77.237388]"
5/15/2019,125,124,29,38,8,17,DCNS-Delhi,"[28.612498,77.237388]"
5/16/2019,156,165,49,30,6,12,DCNS-Delhi,"[28.612498,77.237388]"
5/17/2019,155,286,43,27,6,12,DCNS-Delhi,"[28.612498,77.237388]"
5/18/2019,172,65,45,20,5,7,DCNS-Delhi,"[28.612498,77.237388]"
5/19/2019,101,98,74,27,8,9,DCNS-Delhi,"[28.612498,77.237388]"
5/20/2019,148,122,62,33,9,13,DCNS-Delhi,"[28.612498,77.237388]"
5/21/2019,156,110,66,28,9,9,DCNS-Delhi,"[28.612498,77.237388]"
5/22/2019,153,113,27,38,6,12,DCNS-Delhi,"[28.612498,77.237388]"
5/23/2019,149,131,79,32,10,14,DCNS-Delhi,"[28.612498,77.237388]"
5/24/2019,167,76,27,22,5,9,DCNS-Delhi,"[28.612498,77.237388]"
5/25/2019,101,73,45,20,6,6,DCNS-Delhi,"[28.612498,77.237388]"
5/26/2019,99,80,59,24,9,7,DCNS-Delhi,"[28.612498,77.237388]"
5/27/2019,113,96,60,29,9,10,DCNS-Delhi,"[28.612498,77.237388]"
5/28/2019,127,96,66,31,9,9,DCNS-Delhi,"[28.612498,77.237388]"
5/29/2019,106,105,73,40,11,13,DCNS-Delhi,"[28.612498,77.237388]"
5/30/2019,132,119,64,42,9,17,DCNS-Delhi,"[28.612498,77.237388]"
5/31/2019,140,192,91,38,10,15,DCNS-Delhi,"[28.612498,77.237388]"
6/1/2019,170,157,104,33,10,16,DCNS-Delhi,"[28.612498,77.237388]"
6/2/2019,166,128,57,16,8,9,DCNS-Delhi,"[28.612498,77.237388]"
6/3/2019,155,186,40,12,5,8,DCNS-Delhi,"[28.612498,77.237388]"
6/4/2019,146,98,57,18,7,9,DCNS-Delhi,"[28.612498,77.237388]"
6/5/2019,121,114,61,27,8,11,DCNS-Delhi,"[28.612498,77.237388]"
6/6/2019,154,140,77,26,9,10,DCNS-Delhi,"[28.612498,77.237388]"
6/7/2019,159,93,89,20,10,8,DCNS-Delhi,"[28.612498,77.237388]"
6/8/2019,131,123,82,36,7,15,DCNS-Delhi,"[28.612498,77.237388]"
6/9/2019,151,202,99,42,11,27,DCNS-Delhi,"[28.612498,77.237388]"
6/10/2019,179,149,78,43,7,21,DCNS-Delhi,"[28.612498,77.237388]"
6/11/2019,145,467,32,33,5,15,DCNS-Delhi,"[28.612498,77.237388]"
6/12/2019,204,151,45,12,5,7,DCNS-Delhi,"[28.612498,77.237388]"
6/13/2019,117,125,48,21,5,9,DCNS-Delhi,"[28.612498,77.237388]"
6/14/2019,132,99,64,43,4,11,DCNS-Delhi,"[28.612498,77.237388]"
6/15/2019,128,146,58,49,7,12,DCNS-Delhi,"[28.612498,77.237388]"
6/16/2019,165,96,25,10,4,5,DCNS-Delhi,"[28.612498,77.237388]"
6/17/2019,111,82,29,19,5,6,DCNS-Delhi,"[28.612498,77.237388]"
6/18/2019,114,54,37,21,3,7,DCNS-Delhi,"[28.612498,77.237388]"
6/19/2019,81,135,87,24,5,10,DCNS-Delhi,"[28.612498,77.237388]"
6/20/2019,161,84,97,15,4,7,DCNS-Delhi,"[28.612498,77.237388]"
6/21/2019,100,110,63,33,6,11,DCNS-Delhi,"[28.612498,77.237388]"
6/22/2019,146,101,92,30,7,9,DCNS-Delhi,"[28.612498,77.237388]"
6/23/2019,145,72,44,9,4,7,DCNS-Delhi,"[28.612498,77.237388]"
6/24/2019,92,54,20,11,5,7,DCNS-Delhi,"[28.612498,77.237388]"
6/25/2019,66,73,76,20,5,9,DCNS-Delhi,"[28.612498,77.237388]"
6/26/2019,108,86,51,29,5,10,DCNS-Delhi,"[28.612498,77.237388]"
6/27/2019,137,119,48,29,6,10,DCNS-Delhi,"[28.612498,77.237388]"
6/28/2019,140,121,35,25,5,9,DCNS-Delhi,"[28.612498,77.237388]"
6/29/2019,131,141,30,21,4,9,DCNS-Delhi,"[28.612498,77.237388]"
6/30/2019,132,172,35,21,4,12,DCNS-Delhi,"[28.612498,77.237388]"
7/1/2019,149,88,8,19,5,6,DCNS-Delhi,"[28.612498,77.237388]"
1/2/2019,273,440,15,43,6,42,DCNS-Delhi,"[28.612498,77.237388]"
1/3/2019,357,445,22,39,5,32,DCNS-Delhi,"[28.612498,77.237388]"
1/4/2019,373,284,8,38,5,23,DCNS-Delhi,"[28.612498,77.237388]"
1/5/2019,292,282,14,30,5,24,DCNS-Delhi,"[28.612498,77.237388]"
1/6/2019,272,179,17,29,4,15,DCNS-Delhi,"[28.612498,77.237388]"
1/7/2019,209,209,14,28,6,19,DCNS-Delhi,"[28.612498,77.237388]"
1/8/2019,216,154,19,27,5,12,DCNS-Delhi,"[28.612498,77.237388]"
1/9/2019,202,143,22,27,5,12,DCNS-Delhi,"[28.612498,77.237388]"
1/10/2019,192,171,21,34,6,18,DCNS-Delhi,"[28.612498,77.237388]"
1/11/2019,192,328,15,47,10,42,DCNS-Delhi,"[28.612498,77.237388]"
1/12/2019,259,304,26,46,6,38,DCNS-Delhi,"[28.612498,77.237388]"
1/13/2019,277,299,24,38,6,24,DCNS-Delhi,"[28.612498,77.237388]"
1/14/2019,299,102,21,24,6,7,DCNS-Delhi,"[28.612498,77.237388]"
1/15/2019,157,132,16,29,6,12,DCNS-Delhi,"[28.612498,77.237388]"
1/16/2019,175,270,12,45,10,32,DCNS-Delhi,"[28.612498,77.237388]"
1/17/2019,248,451,16,53,7,41,DCNS-Delhi,"[28.612498,77.237388]"
1/18/2019,333,251,22,37,5,23,DCNS-Delhi,"[28.612498,77.237388]"
1/19/2019,257,312,20,44,6,30,DCNS-Delhi,"[28.612498,77.237388]"
1/20/2019,286,354,17,59,8,47,DCNS-Delhi,"[28.612498,77.237388]"
1/21/2019,284,186,12,28,4,19,DCNS-Delhi,"[28.612498,77.237388]"
1/22/2019,207,53,7,21,4,7,DCNS-Delhi,"[28.612498,77.237388]"
1/23/2019,114,144,14,27,6,18,DCNS-Delhi,"[28.612498,77.237388]"
1/24/2019,190,149,11,26,5,14,DCNS-Delhi,"[28.612498,77.237388]"
1/25/2019,189,81,16,23,5,6,DCNS-Delhi,"[28.612498,77.237388]"
1/26/2019,143,97,23,25,6,7,DCNS-Delhi,"[28.612498,77.237388]"
1/27/2019,151,117,18,26,6,9,DCNS-Delhi,"[28.612498,77.237388]"
1/28/2019,168,110,22,28,6,9,DCNS-Delhi,"[28.612498,77.237388]"
1/29/2019,164,136,24,32,8,13,DCNS-Delhi,"[28.612498,77.237388]"
1/30/2019,190,227,24,41,10,20,DCNS-Delhi,"[28.612498,77.237388]"
1/31/2019,262,265,18,38,8,24,DCNS-Delhi,"[28.612498,77.237388]"
2/1/2019,257,152,16,30,7,12,DCNS-Delhi,"[28.612498,77.237388]"
2/2/2019,207,169,12,21,5,12,DCNS-Delhi,"[28.612498,77.237388]"
2/3/2019,224,137,14,22,5,11,DCNS-Delhi,"[28.612498,77.237388]"
2/4/2019,191,136,23,32,6,17,DCNS-Delhi,"[28.612498,77.237388]"
2/5/2019,178,233,17,42,10,37,DCNS-Delhi,"[28.612498,77.237388]"
2/6/2019,237,178,10,27,6,17,DCNS-Delhi,"[28.612498,77.237388]"
2/7/2019,222,66,6,17,4,7,DCNS-Delhi,"[28.612498,77.237388]"
2/8/2019,133,94,18,24,5,9,DCNS-Delhi,"[28.612498,77.237388]"
2/9/2019,139,96,21,23,5,9,DCNS-Delhi,"[28.612498,77.237388]"
2/10/2019,147,152,20,30,6,16,DCNS-Delhi,"[28.612498,77.237388]"
2/11/2019,185,183,24,39,8,23,DCNS-Delhi,"[28.612498,77.237388]"
2/12/2019,198,209,29,47,8,28,DCNS-Delhi,"[28.612498,77.237388]"
2/13/2019,208,186,26,42,7,23,DCNS-Delhi,"[28.612498,77.237388]"
2/14/2019,207,140,11,29,5,13,DCNS-Delhi,"[28.612498,77.237388]"
2/15/2019,197,112,12,29,5,11,DCNS-Delhi,"[28.612498,77.237388]"
2/16/2019,185, ,9,19,4,9,DCNS-Delhi,"[28.612498,77.237388]"
2/17/2019,175, ,24,23,4,10,DCNS-Delhi,"[28.612498,77.237388]"
2/18/2019,164, ,19,31,6,13,DCNS-Delhi,"[28.612498,77.237388]"
2/19/2019,170, ,26,35,5,16,DCNS-Delhi,"[28.612498,77.237388]"
2/20/2019,180, ,5,30,5,14,DCNS-Delhi,"[28.612498,77.237388]"
2/21/2019,161, ,11,26,6,14,DCNS-Delhi,"[28.612498,77.237388]"
