date, pm25, pm10, o3, no2, so2, co,city,coordinates
11/8/2020,344,277,2,52,9,18,DCNS-Delhi,"[28.612498,77.237388]"
11/9/2020,340,550,2,62,8,24,DCNS-Delhi,"[28.612498,77.237388]"
11/10/2020,505,475,17,47,8,26,DCNS-Delhi,"[28.612498,77.237388]"
11/11/2020,240,146,10,36,8,21,DCNS-Delhi,"[28.612498,77.237388]"
11/12/2020,191,156,2,44,8,23,DCNS-Delhi,"[28.612498,77.237388]"
11/13/2020,193,164,30,48,8,23,DCNS-Delhi,"[28.612498,77.237388]"
11/14/2020,208,297,40,41,8,23,DCNS-Delhi,"[28.612498,77.237388]"
11/15/2020,359,320,39,26,6,14,DCNS-Delhi,"[28.612498,77.237388]"
11/16/2020,313,83,27,20,6,8,DCNS-Delhi,"[28.612498,77.237388]"
11/17/2020,163,90,29,25,5,9,DCNS-Delhi,"[28.612498,77.237388]"
11/18/2020,155,108,38,31,6,12,DCNS-Delhi,"[28.612498,77.237388]"
11/19/2020,175,119,32,34,6,11,DCNS-Delhi,"[28.612498,77.237388]"
11/20/2020,185,154,34,34,5,10,DCNS-Delhi,"[28.612498,77.237388]"
11/21/2020,235,120,30,31,7,11,DCNS-Delhi,"[28.612498,77.237388]"
11/22/2020,170,132,31,31,7,12,DCNS-Delhi,"[28.612498,77.237388]"
11/23/2020,193,158,26,46,7,19,DCNS-Delhi,"[28.612498,77.237388]"
11/24/2020,209,236,32,49,7,23,DCNS-Delhi,"[28.612498,77.237388]"
11/25/2020,269,313,22,37,7,16,DCNS-Delhi,"[28.612498,77.237388]"
11/26/2020,320,111,27,22,7,7,DCNS-Delhi,"[28.612498,77.237388]"
11/27/2020,168,92,26,25,6,10,DCNS-Delhi,"[28.612498,77.237388]"
11/28/2020,148,114,37,26,7,11,DCNS-Delhi,"[28.612498,77.237388]"
11/29/2020,178,119,47,32,7,12,DCNS-Delhi,"[28.612498,77.237388]"
11/30/2020,181,145,50,33,7,18,DCNS-Delhi,"[28.612498,77.237388]"
12/1/2020,207,192,53,41,8,15,DCNS-Delhi,"[28.612498,77.237388]"
12/2/2020,262,177,52,36,7,15,DCNS-Delhi,"[28.612498,77.237388]"
12/3/2020,249,156,43,38,7,12,DCNS-Delhi,"[28.612498,77.237388]"
12/4/2020,224,216,55,43,8,25,DCNS-Delhi,"[28.612498,77.237388]"
12/5/2020,264,248,45,31,6,14,DCNS-Delhi,"[28.612498,77.237388]"
12/6/2020,297,222,43,33,6,14,DCNS-Delhi,"[28.612498,77.237388]"
12/7/2020,280,260,38,31,6,16,DCNS-Delhi,"[28.612498,77.237388]"
12/8/2020,309,187,42,36,10,17,DCNS-Delhi,"[28.612498,77.237388]"
12/9/2020,262,146,29,25,8,23,DCNS-Delhi,"[28.612498,77.237388]"
12/10/2020,232,140,24,32,8,17,DCNS-Delhi,"[28.612498,77.237388]"
12/11/2020,189,166,13,35,8,14,DCNS-Delhi,"[28.612498,77.237388]"
12/12/2020,209,212,14,22,5,13,DCNS-Delhi,"[28.612498,77.237388]"
12/13/2020,291,117,23,17,5,6,DCNS-Delhi,"[28.612498,77.237388]"
12/14/2020,185,92,26, ,6,6,DCNS-Delhi,"[28.612498,77.237388]"
12/15/2020,167,115,18,24,9,7,DCNS-Delhi,"[28.612498,77.237388]"
12/16/2020,185,117,21,20,4,7,DCNS-Delhi,"[28.612498,77.237388]"
12/17/2020,183,147,22,22,5,9,DCNS-Delhi,"[28.612498,77.237388]"
12/18/2020,208,145,30,18,7,11,DCNS-Delhi,"[28.612498,77.237388]"
12/19/2020,198,159,35,15,8,11,DCNS-Delhi,"[28.612498,77.237388]"
12/20/2020,216,167,34,13,8,12,DCNS-Delhi,"[28.612498,77.237388]"
12/21/2020,235,185,29,12,10,22,DCNS-Delhi,"[28.612498,77.237388]"
12/22/2020,238,326,32,17,10,20,DCNS-Delhi,"[28.612498,77.237388]"
12/23/2020,340,325,33,23,10,25,DCNS-Delhi,"[28.612498,77.237388]"
12/24/2020,338,312,31,20,15,15,DCNS-Delhi,"[28.612498,77.237388]"
12/25/2020,337,190,33,18,8,15,DCNS-Delhi,"[28.612498,77.237388]"
12/26/2020,251,180,33,19,8,13,DCNS-Delhi,"[28.612498,77.237388]"
12/27/2020,246,266,30,18,10,14,DCNS-Delhi,"[28.612498,77.237388]"
12/28/2020,316,140,25,16,10,5,DCNS-Delhi,"[28.612498,77.237388]"
12/29/2020,152,168,28,15,9,7,DCNS-Delhi,"[28.612498,77.237388]"
12/30/2020,187,147,22,14,7,7,DCNS-Delhi,"[28.612498,77.237388]"
12/31/2020,213,183,23,16,8,9,DCNS-Delhi,"[28.612498,77.237388]"
1/1/2021,268,595,18,43,11,21,DCNS-Delhi,"[28.612498,77.237388]"
1/2/2021,486,284,17,22,11,12,DCNS-Delhi,"[28.612498,77.237388]"
1/3/2021,337,121,9,14,10,6,DCNS-Delhi,"[28.612498,77.237388]"
1/4/2021,210,80,14,15,9,7,DCNS-Delhi,"[28.612498,77.237388]"
7/2/2020,119,88,44,13,7,6,DCNS-Delhi,"[28.612498,77.237388]"
7/3/2020,140,88,48,11,7,5,DCNS-Delhi,"[28.612498,77.237388]"
7/4/2020,141,64,37,7,7,4,DCNS-Delhi,"[28.612498,77.237388]"
7/5/2020,109,41,51,9,8,4,DCNS-Delhi,"[28.612498,77.237388]"
7/6/2020,77,58,22,10,7,4,DCNS-Delhi,"[28.612498,77.237388]"
7/7/2020,113,32,13,6,6,3,DCNS-Delhi,"[28.612498,77.237388]"
7/8/2020,55,37,16,8,5,6,DCNS-Delhi,"[28.612498,77.237388]"
7/9/2020,73,49,39,11,4,6,DCNS-Delhi,"[28.612498,77.237388]"
7/10/2020,89,51,33,9,5,5,DCNS-Delhi,"[28.612498,77.237388]"
7/11/2020,72,40,34,8,4,4,DCNS-Delhi,"[28.612498,77.237388]"
7/12/2020,61,38,34,7,5,4,DCNS-Delhi,"[28.612498,77.237388]"
7/13/2020,65,74,42,10,5,4,DCNS-Delhi,"[28.612498,77.237388]"
7/14/2020,82,92,55,10,5,5,DCNS-Delhi,"[28.612498,77.237388]"
7/15/2020,101,69,38,7,5,5,DCNS-Delhi,"[28.612498,77.237388]"
7/16/2020,102,53,22,8,6,5,DCNS-Delhi,"[28.612498,77.237388]"
7/17/2020,89,62,9,12,5,8,DCNS-Delhi,"[28.612498,77.237388]"
7/18/2020,121,58,19,9,5,5,DCNS-Delhi,"[28.612498,77.237388]"
7/19/2020,105,40,21,10,4,7,DCNS-Delhi,"[28.612498,77.237388]"
7/20/2020,70,34,35,11,4,5,DCNS-Delhi,"[28.612498,77.237388]"
7/21/2020,64,31,25,7,4,4,DCNS-Delhi,"[28.612498,77.237388]"
7/22/2020,68,30,12,11,4,6,DCNS-Delhi,"[28.612498,77.237388]"
7/23/2020,62,51,43,11,4,9,DCNS-Delhi,"[28.612498,77.237388]"
7/24/2020,95,57,26,10,4,5,DCNS-Delhi,"[28.612498,77.237388]"
7/25/2020,106,44,20,7,4,5,DCNS-Delhi,"[28.612498,77.237388]"
7/26/2020,85,55,26,11,5,9,DCNS-Delhi,"[28.612498,77.237388]"
7/27/2020,103,55,23,9,4,8,DCNS-Delhi,"[28.612498,77.237388]"
7/28/2020,92,49,22,9,4,6,DCNS-Delhi,"[28.612498,77.237388]"
7/29/2020,69,50,13,12,4,5,DCNS-Delhi,"[28.612498,77.237388]"
7/30/2020,75,36,21,11,4,6,DCNS-Delhi,"[28.612498,77.237388]"
7/31/2020,53,59,27,14,6,7,DCNS-Delhi,"[28.612498,77.237388]"
8/1/2020,108,48,17,19,5,9,DCNS-Delhi,"[28.612498,77.237388]"
8/2/2020,94,42,24,12,4,5,DCNS-Delhi,"[28.612498,77.237388]"
8/3/2020,68,46,23,11,4,5,DCNS-Delhi,"[28.612498,77.237388]"
8/4/2020,68,48,26,10,4,5,DCNS-Delhi,"[28.612498,77.237388]"
8/5/2020,69,61,12,18,6,7,DCNS-Delhi,"[28.612498,77.237388]"
8/6/2020,107,44,16,8,6,4,DCNS-Delhi,"[28.612498,77.237388]"
8/7/2020,51,38,22,9,6,5,DCNS-Delhi,"[28.612498,77.237388]"
8/8/2020,72,61,47,15,6,7,DCNS-Delhi,"[28.612498,77.237388]"
8/9/2020,123,42,21,11,5,6,DCNS-Delhi,"[28.612498,77.237388]"
8/10/2020,90,42,12,9,5,5,DCNS-Delhi,"[28.612498,77.237388]"
8/11/2020,85,56,25,11,5,7,DCNS-Delhi,"[28.612498,77.237388]"
8/12/2020,114,42,21,6,5,4,DCNS-Delhi,"[28.612498,77.237388]"
8/13/2020,69,23,9,7,5,6,DCNS-Delhi,"[28.612498,77.237388]"
8/14/2020,53,36,12,6,6,5,DCNS-Delhi,"[28.612498,77.237388]"
8/15/2020,63,38,16,3,5,4,DCNS-Delhi,"[28.612498,77.237388]"
8/16/2020,90,26,12,5,5,5,DCNS-Delhi,"[28.612498,77.237388]"
8/17/2020,52,45,36,6,5,8,DCNS-Delhi,"[28.612498,77.237388]"
8/18/2020,88,48,11,6,5,7,DCNS-Delhi,"[28.612498,77.237388]"
8/19/2020,82,30,9,7,5,7,DCNS-Delhi,"[28.612498,77.237388]"
8/20/2020,63,26,47,6,6,7,DCNS-Delhi,"[28.612498,77.237388]"
8/21/2020,59,41,103,6,9,5,DCNS-Delhi,"[28.612498,77.237388]"
8/22/2020,59,42,13,6,7,3,DCNS-Delhi,"[28.612498,77.237388]"
8/23/2020,54,31,14,3,6,2,DCNS-Delhi,"[28.612498,77.237388]"
8/24/2020,57,22,12,4,6,2,DCNS-Delhi,"[28.612498,77.237388]"
8/25/2020,50,40,12,6,5,4,DCNS-Delhi,"[28.612498,77.237388]"
8/26/2020,61,28,20,5,5,3,DCNS-Delhi,"[28.612498,77.237388]"
8/27/2020,47,45,28,8,5,5,DCNS-Delhi,"[28.612498,77.237388]"
8/28/2020,61,49,43,10,6,8,DCNS-Delhi,"[28.612498,77.237388]"
8/29/2020,88,56,35,7,7,6,DCNS-Delhi,"[28.612498,77.237388]"
8/30/2020,103,35,13,3,6,2,DCNS-Delhi,"[28.612498,77.237388]"
8/31/2020,59,23,14,4,5,3,DCNS-Delhi,"[28.612498,77.237388]"
9/1/2020,37,32,20,5,4,3,DCNS-Delhi,"[28.612498,77.237388]"
9/2/2020,49,39,42,7,4,4,DCNS-Delhi,"[28.612498,77.237388]"
9/3/2020,58,53,21,8,5,5,DCNS-Delhi,"[28.612498,77.237388]"
9/4/2020,91,58,8,11,6,6,DCNS-Delhi,"[28.612498,77.237388]"
9/5/2020,108,43,40,10,5,5,DCNS-Delhi,"[28.612498,77.237388]"
9/6/2020,74,39,54,10,5,5,DCNS-Delhi,"[28.612498,77.237388]"
9/7/2020,81,60,23,13,6,7,DCNS-Delhi,"[28.612498,77.237388]"
9/8/2020,114,60,40,10,5,5,DCNS-Delhi,"[28.612498,77.237388]"
9/9/2020,93,69,39,11,5,7,DCNS-Delhi,"[28.612498,77.237388]"
9/10/2020,130,70,39,11,5,7,DCNS-Delhi,"[28.612498,77.237388]"
9/11/2020,128,80,62,12,7,8,DCNS-Delhi,"[28.612498,77.237388]"
9/12/2020,131,81,54,13,6,8,DCNS-Delhi,"[28.612498,77.237388]"
9/13/2020,138,86,47,12,6,7,DCNS-Delhi,"[28.612498,77.237388]"
9/14/2020,153,93,42,13,5,9,DCNS-Delhi,"[28.612498,77.237388]"
9/15/2020,158,84,68,13,5,9,DCNS-Delhi,"[28.612498,77.237388]"
9/16/2020,150,91,44,12,5,8,DCNS-Delhi,"[28.612498,77.237388]"
9/17/2020,150,72,34,11,6,5,DCNS-Delhi,"[28.612498,77.237388]"
9/18/2020,119,71,31,9,5,5,DCNS-Delhi,"[28.612498,77.237388]"
9/19/2020,109,82,50,10,6,6,DCNS-Delhi,"[28.612498,77.237388]"
9/20/2020,143,90,45,10,6,7,DCNS-Delhi,"[28.612498,77.237388]"
9/21/2020,153,90,61,9,6,6,DCNS-Delhi,"[28.612498,77.237388]"
9/22/2020,146,66,19,10,6,6,DCNS-Delhi,"[28.612498,77.237388]"
9/23/2020,102,58,13,7,6,5,DCNS-Delhi,"[28.612498,77.237388]"
9/24/2020,85,66,39,9,7,7,DCNS-Delhi,"[28.612498,77.237388]"
9/25/2020,107,81,51,10,7,9,DCNS-Delhi,"[28.612498,77.237388]"
9/26/2020,131,89,21,13,6,8,DCNS-Delhi,"[28.612498,77.237388]"
9/27/2020,124,66,52,11,6,6,DCNS-Delhi,"[28.612498,77.237388]"
9/28/2020,95,113,39,15,7,8,DCNS-Delhi,"[28.612498,77.237388]"
9/29/2020,153,112,52,13,7,6,DCNS-Delhi,"[28.612498,77.237388]"
9/30/2020,157,104,45,13,7,5,DCNS-Delhi,"[28.612498,77.237388]"
10/1/2020,126,99,46,14,7,8,DCNS-Delhi,"[28.612498,77.237388]"
4/2/2020,85, , , , , ,DCNS-Delhi,"[28.612498,77.237388]"
4/6/2020,106,69,30,6,10,3,DCNS-Delhi,"[28.612498,77.237388]"
4/7/2020,117,62,10,4,8,2,DCNS-Delhi,"[28.612498,77.237388]"
4/8/2020,79,57,11,4,8,1,DCNS-Delhi,"[28.612498,77.237388]"
4/9/2020,79,51,14,6,10,2,DCNS-Delhi,"[28.612498,77.237388]"
4/10/2020,89,69,15,9,9,4,DCNS-Delhi,"[28.612498,77.237388]"
4/11/2020,128,69,20,8,10,4,DCNS-Delhi,"[28.612498,77.237388]"
4/12/2020,118,59,14,5,9,2,DCNS-Delhi,"[28.612498,77.237388]"
4/13/2020,88,77,14,8,12,4,DCNS-Delhi,"[28.612498,77.237388]"
4/14/2020,123,80,16,11,9,5,DCNS-Delhi,"[28.612498,77.237388]"
4/15/2020,129,105,8,11,8,5,DCNS-Delhi,"[28.612498,77.237388]"
4/16/2020,131,99,13,10,10,4,DCNS-Delhi,"[28.612498,77.237388]"
4/17/2020,123,61,13,5,8,1,DCNS-Delhi,"[28.612498,77.237388]"
4/18/2020,74,68,13,5,7,2,DCNS-Delhi,"[28.612498,77.237388]"
4/19/2020,79,43,10,6,8,2,DCNS-Delhi,"[28.612498,77.237388]"
4/20/2020,74,59,9,8,7,4,DCNS-Delhi,"[28.612498,77.237388]"
4/21/2020,106,54,14,6,7,3,DCNS-Delhi,"[28.612498,77.237388]"
4/22/2020,93,65,14,9,8,4,DCNS-Delhi,"[28.612498,77.237388]"
4/23/2020,118,73,13,10,8,4,DCNS-Delhi,"[28.612498,77.237388]"
4/24/2020,116,80,17,10,8,5,DCNS-Delhi,"[28.612498,77.237388]"
4/25/2020,140,53,15,6,6,3,DCNS-Delhi,"[28.612498,77.237388]"
4/26/2020,82,72,11,7,7,3,DCNS-Delhi,"[28.612498,77.237388]"
4/27/2020,107,38,17,4,7,2,DCNS-Delhi,"[28.612498,77.237388]"
4/28/2020,77,53,41,6,8,3,DCNS-Delhi,"[28.612498,77.237388]"
4/29/2020,103,72,18,8,7,4,DCNS-Delhi,"[28.612498,77.237388]"
4/30/2020,134,75,18,6,8,4,DCNS-Delhi,"[28.612498,77.237388]"
5/1/2020,133,80,22,6,9,4,DCNS-Delhi,"[28.612498,77.237388]"
5/2/2020,136,65,15,3,8,3,DCNS-Delhi,"[28.612498,77.237388]"
5/3/2020,89,50,10,4,8,3,DCNS-Delhi,"[28.612498,77.237388]"
5/4/2020,82,40,14,5,8,3,DCNS-Delhi,"[28.612498,77.237388]"
5/5/2020,78,65,14,7,9,4,DCNS-Delhi,"[28.612498,77.237388]"
5/6/2020,120,87,14,8,10,4,DCNS-Delhi,"[28.612498,77.237388]"
5/7/2020,129,51,23,6,8,2,DCNS-Delhi,"[28.612498,77.237388]"
5/8/2020,73,68,17,7,8,3,DCNS-Delhi,"[28.612498,77.237388]"
5/9/2020,109,77,18,6,9,4,DCNS-Delhi,"[28.612498,77.237388]"
5/10/2020,137,88,12,5,8,3,DCNS-Delhi,"[28.612498,77.237388]"
5/11/2020,103,74,18,8,8,4,DCNS-Delhi,"[28.612498,77.237388]"
5/12/2020,118,60,16,7,9,3,DCNS-Delhi,"[28.612498,77.237388]"
5/13/2020,106,90,16,10,9,4,DCNS-Delhi,"[28.612498,77.237388]"
5/14/2020,145, ,17,10,9,5,DCNS-Delhi,"[28.612498,77.237388]"
5/15/2020,126,76,14,10,7,3,DCNS-Delhi,"[28.612498,77.237388]"
5/16/2020,104,80,21,9,7,4,DCNS-Delhi,"[28.612498,77.237388]"
5/17/2020,134,97,24,13,9,5,DCNS-Delhi,"[28.612498,77.237388]"
5/18/2020,150,95,21,15,10,6,DCNS-Delhi,"[28.612498,77.237388]"
5/19/2020,147,100,20,20,9,7,DCNS-Delhi,"[28.612498,77.237388]"
5/20/2020,148,81,17,14,7,4,DCNS-Delhi,"[28.612498,77.237388]"
5/21/2020,123,82,20,8,10,3,DCNS-Delhi,"[28.612498,77.237388]"
5/22/2020,115,93,23,24,9,9,DCNS-Delhi,"[28.612498,77.237388]"
5/23/2020,129,109,18,20,8,7,DCNS-Delhi,"[28.612498,77.237388]"
5/24/2020,127,100,121,10,10,3,DCNS-Delhi,"[28.612498,77.237388]"
5/25/2020,107,92,133,10,14,3,DCNS-Delhi,"[28.612498,77.237388]"
5/26/2020,123,105,108,15,8,4,DCNS-Delhi,"[28.612498,77.237388]"
5/27/2020,83,101,149,14,10,3,DCNS-Delhi,"[28.612498,77.237388]"
5/28/2020,97,126,95,7,8,2,DCNS-Delhi,"[28.612498,77.237388]"
5/29/2020,89,47,82,6,8,2,DCNS-Delhi,"[28.612498,77.237388]"
5/30/2020,72,43,109,5,7,2,DCNS-Delhi,"[28.612498,77.237388]"
5/31/2020,71,30,78,5,7,2,DCNS-Delhi,"[28.612498,77.237388]"
6/1/2020,68,59,171,10,10,4,DCNS-Delhi,"[28.612498,77.237388]"
6/2/2020,113,64,128,9,8,3,DCNS-Delhi,"[28.612498,77.237388]"
6/3/2020,89,75,194,13,10,5,DCNS-Delhi,"[28.612498,77.237388]"
6/4/2020,129,78,116,14,9,5,DCNS-Delhi,"[28.612498,77.237388]"
6/5/2020,127,62,73,12,9,4,DCNS-Delhi,"[28.612498,77.237388]"
6/6/2020,115,51,81,8,8,3,DCNS-Delhi,"[28.612498,77.237388]"
6/7/2020,84,61,58,11,8,4,DCNS-Delhi,"[28.612498,77.237388]"
6/8/2020,105,66,92,13,9,5,DCNS-Delhi,"[28.612498,77.237388]"
6/9/2020,108,84,95,16,9,7,DCNS-Delhi,"[28.612498,77.237388]"
6/10/2020,135,86,106,16,8,6,DCNS-Delhi,"[28.612498,77.237388]"
6/11/2020,129,83,97,16,9,6,DCNS-Delhi,"[28.612498,77.237388]"
6/12/2020,119,89,79,14,9,6,DCNS-Delhi,"[28.612498,77.237388]"
6/13/2020,146,85,40,12,8,5,DCNS-Delhi,"[28.612498,77.237388]"
6/14/2020,125,95,76,12,10,6,DCNS-Delhi,"[28.612498,77.237388]"
6/15/2020,147,79,102,14,10,5,DCNS-Delhi,"[28.612498,77.237388]"
6/16/2020,119,70,88,12,10,4,DCNS-Delhi,"[28.612498,77.237388]"
6/17/2020,99,61,58,6,9,3,DCNS-Delhi,"[28.612498,77.237388]"
6/18/2020,88,63,67,7,9,4,DCNS-Delhi,"[28.612498,77.237388]"
6/19/2020,97,119,72,8,8,4,DCNS-Delhi,"[28.612498,77.237388]"
6/20/2020,126,68,60,9,7,3,DCNS-Delhi,"[28.612498,77.237388]"
6/21/2020,81,63,40,11,7,4,DCNS-Delhi,"[28.612498,77.237388]"
6/22/2020,99,56,93,10,7,5,DCNS-Delhi,"[28.612498,77.237388]"
6/23/2020,105,45,29,6,7,3,DCNS-Delhi,"[28.612498,77.237388]"
6/24/2020,76,47,19,8,7,4,DCNS-Delhi,"[28.612498,77.237388]"
6/25/2020,85,54,35,12,7,5,DCNS-Delhi,"[28.612498,77.237388]"
6/26/2020,97,73,29,12,8,5,DCNS-Delhi,"[28.612498,77.237388]"
6/27/2020,110,90,24,10,7,3,DCNS-Delhi,"[28.612498,77.237388]"
6/28/2020,82,185,23,10,7,4,DCNS-Delhi,"[28.612498,77.237388]"
6/29/2020,109,115,35,10,7,4,DCNS-Delhi,"[28.612498,77.237388]"
6/30/2020,100,74,35,8,6,4,DCNS-Delhi,"[28.612498,77.237388]"
7/1/2020,108,73,39,10,7,5,DCNS-Delhi,"[28.612498,77.237388]"
1/2/2020,386,387,24,43,9,22,DCNS-Delhi,"[28.612498,77.237388]"
1/3/2020,393,214,13,32,7,20,DCNS-Delhi,"[28.612498,77.237388]"
1/4/2020,272,175,5,35,6,22,DCNS-Delhi,"[28.612498,77.237388]"
1/5/2020,224,138,5,31,6,8,DCNS-Delhi,"[28.612498,77.237388]"
1/6/2020,218,151,4,35,6,11,DCNS-Delhi,"[28.612498,77.237388]"
1/7/2020,223,127,5,29,7,9,DCNS-Delhi,"[28.612498,77.237388]"
1/8/2020,199,108,7,25,4,10,DCNS-Delhi,"[28.612498,77.237388]"
1/9/2020,193,101,4,24,4,6,DCNS-Delhi,"[28.612498,77.237388]"
1/10/2020,177,140,5,29,5,11,DCNS-Delhi,"[28.612498,77.237388]"
1/11/2020,204,149,7,35,6,17,DCNS-Delhi,"[28.612498,77.237388]"
1/12/2020,209,212,6,37,6,22,DCNS-Delhi,"[28.612498,77.237388]"
1/13/2020,264,248,6,32,5,30,DCNS-Delhi,"[28.612498,77.237388]"
1/14/2020,304,117,5,23,4, ,DCNS-Delhi,"[28.612498,77.237388]"
1/15/2020,204,120,5,29,6, ,DCNS-Delhi,"[28.612498,77.237388]"
1/16/2020,188,119,5,25,5, ,DCNS-Delhi,"[28.612498,77.237388]"
1/17/2020,196,97,5,22,4, ,DCNS-Delhi,"[28.612498,77.237388]"
1/18/2020,170,121,4,24,4, ,DCNS-Delhi,"[28.612498,77.237388]"
1/19/2020,187,111,4,21,4, ,DCNS-Delhi,"[28.612498,77.237388]"
1/20/2020,188,161,6,22,5,11,DCNS-Delhi,"[28.612498,77.237388]"
1/21/2020,225,193,7,16,7,10,DCNS-Delhi,"[28.612498,77.237388]"
1/22/2020,248,221,6,17,5,13,DCNS-Delhi,"[28.612498,77.237388]"
1/23/2020,273,83,5,13,5,3,DCNS-Delhi,"[28.612498,77.237388]"
1/24/2020,152,93,6,20,6,7,DCNS-Delhi,"[28.612498,77.237388]"
1/25/2020,158,125,6,30,7,13,DCNS-Delhi,"[28.612498,77.237388]"
1/26/2020,190,175,6,27,7,17,DCNS-Delhi,"[28.612498,77.237388]"
1/27/2020,245,218,5,39,8,18,DCNS-Delhi,"[28.612498,77.237388]"
1/28/2020,270,97,8,21,6,8,DCNS-Delhi,"[28.612498,77.237388]"
1/29/2020,177,89,7,20,6,10,DCNS-Delhi,"[28.612498,77.237388]"
1/30/2020,155,94,8,23,7,7,DCNS-Delhi,"[28.612498,77.237388]"
1/31/2020,158,98,7,22,6,10,DCNS-Delhi,"[28.612498,77.237388]"
2/1/2020,160,103,11,21,6,10,DCNS-Delhi,"[28.612498,77.237388]"
2/2/2020,169,119,9,23,7,11,DCNS-Delhi,"[28.612498,77.237388]"
2/3/2020,186,142,10,31,7,11,DCNS-Delhi,"[28.612498,77.237388]"
2/4/2020,196,211,12,38,9,23,DCNS-Delhi,"[28.612498,77.237388]"
2/5/2020,243,135,10,26,7,9,DCNS-Delhi,"[28.612498,77.237388]"
2/6/2020,199,112,11,25,6,11,DCNS-Delhi,"[28.612498,77.237388]"
2/7/2020,178,138,17,27,9,16,DCNS-Delhi,"[28.612498,77.237388]"
2/8/2020,207,129,13,25,8,9,DCNS-Delhi,"[28.612498,77.237388]"
2/9/2020,203,137,13,27,8,13,DCNS-Delhi,"[28.612498,77.237388]"
2/10/2020,201,162,13,31,8,18,DCNS-Delhi,"[28.612498,77.237388]"
2/11/2020,222,161,13,32,8,22,DCNS-Delhi,"[28.612498,77.237388]"
2/12/2020,221,162,14,26,9,10,DCNS-Delhi,"[28.612498,77.237388]"
2/13/2020,225,100,12,19,8,6,DCNS-Delhi,"[28.612498,77.237388]"
2/14/2020,164,89,18,18,6,4,DCNS-Delhi,"[28.612498,77.237388]"
2/15/2020,139,109,12,32,8,7,DCNS-Delhi,"[28.612498,77.237388]"
2/16/2020,155,129,12,35,9,13,DCNS-Delhi,"[28.612498,77.237388]"
2/17/2020,179,169,9,36,10,12,DCNS-Delhi,"[28.612498,77.237388]"
2/18/2020,212,140,12,38,13,12,DCNS-Delhi,"[28.612498,77.237388]"
2/19/2020,191,144,11,31,9,17,DCNS-Delhi,"[28.612498,77.237388]"
2/20/2020,190,124,11,23,8,6,DCNS-Delhi,"[28.612498,77.237388]"
2/21/2020,175,65,9,21,8,5,DCNS-Delhi,"[28.612498,77.237388]"
2/22/2020,116,85,11,24,10,11,DCNS-Delhi,"[28.612498,77.237388]"
2/23/2020,146,135,5,27,7,14,DCNS-Delhi,"[28.612498,77.237388]"
2/24/2020,188,89,12,28,11,7,DCNS-Delhi,"[28.612498,77.237388]"
2/25/2020,150,121,13,27,10,11,DCNS-Delhi,"[28.612498,77.237388]"
2/26/2020,183,132,13,29,9,12,DCNS-Delhi,"[28.612498,77.237388]"
2/27/2020,187,109,12,24,7,8,DCNS-Delhi,"[28.612498,77.237388]"
2/28/2020,170,95,12,19,7,5,DCNS-Delhi,"[28.612498,77.237388]"
2/29/2020,161,75,7,22,5,6,DCNS-Delhi,"[28.612498,77.237388]"
3/1/2020,152, , , , , ,DCNS-Delhi,"[28.612498,77.237388]"
3/3/2020,169,99,5,33,7,13,DCNS-Delhi,"[28.612498,77.237388]"
3/4/2020,136,101,20,20,8,10,DCNS-Delhi,"[28.612498,77.237388]"
3/5/2020,145,53,10,15,9,3,DCNS-Delhi,"[28.612498,77.237388]"
3/6/2020,90,30,7,14,7,2,DCNS-Delhi,"[28.612498,77.237388]"
3/7/2020,63,63,8,14,8,6,DCNS-Delhi,"[28.612498,77.237388]"
3/8/2020,109,79,9,17,8,7,DCNS-Delhi,"[28.612498,77.237388]"
3/9/2020,134,76,7,15,10,4,DCNS-Delhi,"[28.612498,77.237388]"
3/10/2020,119,99,14,16,11,6,DCNS-Delhi,"[28.612498,77.237388]"
3/11/2020,160,74,21,14,9,5,DCNS-Delhi,"[28.612498,77.237388]"
3/12/2020,136,99,8,19,8,6,DCNS-Delhi,"[28.612498,77.237388]"
3/13/2020,129,108,6,20,8,4,DCNS-Delhi,"[28.612498,77.237388]"
3/14/2020,126,61,21,18,7,5,DCNS-Delhi,"[28.612498,77.237388]"
3/15/2020,105,78,12,18,8,5,DCNS-Delhi,"[28.612498,77.237388]"
3/16/2020,128,82,10,21,8,6,DCNS-Delhi,"[28.612498,77.237388]"
3/17/2020,125,87,10,22,8,8,DCNS-Delhi,"[28.612498,77.237388]"
3/18/2020,131,83,11,22,9,7,DCNS-Delhi,"[28.612498,77.237388]"
3/19/2020,127,100,14,21,12,8,DCNS-Delhi,"[28.612498,77.237388]"
3/20/2020,159,113,20,26,14,10,DCNS-Delhi,"[28.612498,77.237388]"
3/21/2020,166,95,15,23,12,8,DCNS-Delhi,"[28.612498,77.237388]"
3/22/2020,151,80,17,13,10,4,DCNS-Delhi,"[28.612498,77.237388]"
3/23/2020,142,65,13,13,10,4,DCNS-Delhi,"[28.612498,77.237388]"
3/24/2020,128,69,11,13,10,4,DCNS-Delhi,"[28.612498,77.237388]"
3/25/2020,126,49,9,8,9,3,DCNS-Delhi,"[28.612498,77.237388]"
3/26/2020,88,51,7,5,9,2,DCNS-Delhi,"[28.612498,77.237388]"
3/27/2020,95,33,6,6,8,2,DCNS-Delhi,"[28.612498,77.237388]"
3/28/2020,70,24,7,5,8,2,DCNS-Delhi,"[28.612498,77.237388]"
3/29/2020,55,39,8,4,8,1,DCNS-Delhi,"[28.612498,77.237388]"
